week_start,week_end,snow_km2,snow_pct,altitude_class
2020-03-14,2020-03-21,471.9752446514093,36.71599633215012,Above 1800 m
2020-03-21,2020-03-28,630.5639426010518,49.05296128576775,Above 1800 m
2020-03-28,2020-04-04,0.0,0.0,Above 1800 m
2020-04-04,2020-04-11,172.21627883333335,13.397084558219383,Above 1800 m
2020-04-11,2020-04-18,160.39879387380515,12.47777631197918,Above 1800 m
2020-04-18,2020-04-25,81.72633695248162,6.357672191056557,Above 1800 m
2020-04-25,2020-05-02,129.4547580890462,10.070571448482028,Above 1800 m
2020-05-02,2020-05-09,14.210783125,1.1054881945764845,Above 1800 m
2020-05-09,2020-05-16,69.4815112498697,5.4051201649074585,Above 1800 m
2020-05-16,2020-05-23,15.699634842447914,1.2213092568385675,Above 1800 m
2020-05-23,2020-05-30,97.364897109375,7.574230313262071,Above 1800 m
2020-05-30,2020-06-06,8.775226808407735,0.6826442678137649,Above 1800 m
2020-06-06,2020-06-13,1.30509366015625,0.1015261172750708,Above 1800 m
2020-06-13,2020-06-20,0.1692649090401785,0.0131674909858269,Above 1800 m
2020-06-20,2020-06-27,0.0,0.0,Above 1800 m
2020-06-27,2020-07-04,0.0,0.0,Above 1800 m
2020-07-04,2020-07-11,0.0,0.0,Above 1800 m
2020-07-11,2020-07-18,0.0,0.0,Above 1800 m
2020-07-18,2020-07-25,0.0,0.0,Above 1800 m
2020-07-25,2020-08-01,0.0,0.0,Above 1800 m
2020-08-01,2020-08-08,0.0,0.0,Above 1800 m
2020-08-08,2020-08-15,0.0,0.0,Above 1800 m
2020-08-15,2020-08-22,0.0,0.0,Above 1800 m
2020-08-22,2020-08-29,0.0,0.0,Above 1800 m
2020-08-29,2020-09-05,0.0,0.0,Above 1800 m
2020-09-05,2020-09-12,0.0,0.0,Above 1800 m
2020-09-12,2020-09-19,0.0,0.0,Above 1800 m
2020-09-19,2020-09-26,0.0,0.0,Above 1800 m
2020-09-26,2020-10-03,0.0,0.0,Above 1800 m
2020-10-03,2020-10-10,0.0,0.0,Above 1800 m
2020-10-10,2020-10-17,0.0,0.0,Above 1800 m
2020-10-17,2020-10-24,0.0,0.0,Above 1800 m
2020-10-24,2020-10-31,0.0,0.0,Above 1800 m
2020-10-31,2020-11-07,4.9713637903645855,0.3867333652798289,Above 1800 m
2020-11-07,2020-11-14,44.36491397135417,3.451244608923223,Above 1800 m
2020-11-14,2020-11-21,129.84325519877453,10.10079349639128,Above 1800 m
2020-11-21,2020-11-28,86.6344342556066,6.739483916611082,Above 1800 m
2020-11-28,2020-12-05,4.9450016450980385,0.384682595795872,Above 1800 m
2020-12-05,2020-12-12,138.90409799378318,10.80565646240009,Above 1800 m
2020-12-12,2020-12-19,0.0,0.0,Above 1800 m
2020-12-19,2020-12-26,227.41685015586705,17.69125887600092,Above 1800 m
2020-12-26,2021-01-02,249.30330181176055,19.39385427232319,Above 1800 m
2021-01-02,2021-01-09,183.79752277669525,14.298015094227187,Above 1800 m
2021-01-09,2021-01-16,427.5872265017081,33.262954398182714,Above 1800 m
2021-01-16,2021-01-23,116.48568264543503,9.06167843594554,Above 1800 m
2021-01-23,2021-01-30,966.3115053984068,75.17150547615363,Above 1800 m
2021-01-30,2021-02-06,634.324358996063,49.345492379572384,Above 1800 m
2021-02-06,2021-02-13,687.0678635903339,53.448526051726674,Above 1800 m
2021-02-13,2021-02-20,538.9773362384193,41.928236967296115,Above 1800 m
2021-02-20,2021-02-27,1046.8829263736063,81.43933420345576,Above 1800 m
2021-02-27,2021-03-06,236.75270655193023,18.41751575722464,Above 1800 m
2021-03-06,2021-03-13,538.9757357237348,41.928112459725114,Above 1800 m
2021-03-13,2021-03-20,374.9845059769303,29.17087262962445,Above 1800 m
2021-03-20,2021-03-27,247.3589512929228,19.242598952627795,Above 1800 m
2021-03-27,2021-04-03,353.5813188154565,27.50587144529878,Above 1800 m
2021-04-03,2021-04-10,0.0,0.0,Above 1800 m
2021-04-10,2021-04-17,306.1772155634038,23.818201592154853,Above 1800 m
2021-04-17,2021-04-24,108.64939033038196,8.452075955396698,Above 1800 m
2021-04-24,2021-05-01,57.66355702589285,4.485775413549732,Above 1800 m
2021-05-01,2021-05-08,25.559647121093754,1.9883413814261532,Above 1800 m
2021-05-08,2021-05-15,15.560233596354168,1.210464926127843,Above 1800 m
2021-05-15,2021-05-22,4.9468886417782745,0.3848293894338339,Above 1800 m
2021-05-22,2021-05-29,0.70398491796875,0.0547645410621483,Above 1800 m
2021-05-29,2021-06-05,0.068679609375,0.0053427384475819,Above 1800 m
2021-06-05,2021-06-12,0.0,0.0,Above 1800 m
2021-06-12,2021-06-19,0.0,0.0,Above 1800 m
2021-06-19,2021-06-26,0.0,0.0,Above 1800 m
2021-06-26,2021-07-03,0.0,0.0,Above 1800 m
2021-07-03,2021-07-10,0.0,0.0,Above 1800 m
2021-07-10,2021-07-17,0.0,0.0,Above 1800 m
2021-07-17,2021-07-24,0.0,0.0,Above 1800 m
2021-07-24,2021-07-31,0.0,0.0,Above 1800 m
2021-07-31,2021-08-07,0.0,0.0,Above 1800 m
2021-08-07,2021-08-14,0.0,0.0,Above 1800 m
2021-08-14,2021-08-21,0.0,0.0,Above 1800 m
2021-08-21,2021-08-28,0.0,0.0,Above 1800 m
2021-08-28,2021-09-04,0.0,0.0,Above 1800 m
2021-09-04,2021-09-11,0.0,0.0,Above 1800 m
2021-09-11,2021-09-18,0.0,0.0,Above 1800 m
2021-09-18,2021-09-25,0.0,0.0,Above 1800 m
2021-10-01,2021-10-08,0.0,0.0,Above 1800 m
2021-10-08,2021-10-15,0.0,0.0,Above 1800 m
2021-10-15,2021-10-22,0.20685690625,0.0160918554462838,Above 1800 m
2021-10-22,2021-10-29,0.238668400390625,0.018566541810502,Above 1800 m
2021-10-29,2021-11-05,0.0,0.0,Above 1800 m
2021-11-05,2021-11-12,0.0,0.0,Above 1800 m
2021-11-12,2021-11-19,0.0,0.0,Above 1800 m
2021-11-19,2021-11-26,98.27802615497856,7.64526463777187,Above 1800 m
2021-11-26,2021-12-03,279.10833493942926,21.712453604377856,Above 1800 m
2021-12-03,2021-12-10,171.14756182537786,13.313946702603284,Above 1800 m
2021-12-10,2021-12-17,610.6312520976257,47.50235328310819,Above 1800 m
2021-12-17,2021-12-24,618.7240993517158,48.13191373879964,Above 1800 m
2021-12-24,2021-12-31,1127.901690629657,87.74196275224232,Above 1800 m
2021-12-31,2022-01-07,860.0074282842468,66.90187661394748,Above 1800 m
2022-01-07,2022-01-14,550.2614696899354,42.806054622167736,Above 1800 m
2022-01-14,2022-01-21,952.2783835409872,74.07983794383173,Above 1800 m
2022-01-21,2022-01-28,1236.5506326577972,96.19400383321783,Above 1800 m
2022-01-28,2022-02-04,1135.323903728462,88.31935309633427,Above 1800 m
2022-02-04,2022-02-11,1130.1744588950828,87.91876641354204,Above 1800 m
2022-02-11,2022-02-18,741.0387418915901,57.64703983440484,Above 1800 m
2022-02-18,2022-02-25,854.6582657034777,66.4857534466389,Above 1800 m
2022-02-25,2022-03-04,452.2067052637868,35.17815800721003,Above 1800 m
2022-03-04,2022-03-11,0.0,0.0,Above 1800 m
2022-03-11,2022-03-18,1226.5148887327057,95.41330115586406,Above 1800 m
2022-03-18,2022-03-25,1.8888758572303923,0.1469398232892063,Above 1800 m
2022-03-25,2022-04-01,948.5750108662568,73.79174440697173,Above 1800 m
2022-04-01,2022-04-08,0.0,0.0,Above 1800 m
2022-04-08,2022-04-15,315.4472173347273,24.539335496722916,Above 1800 m
2022-04-15,2022-04-22,211.22223600312137,16.431444085774032,Above 1800 m
2022-04-22,2022-04-29,58.280184400898705,4.533744218472413,Above 1800 m
2022-04-29,2022-05-06,37.114141095322715,2.8871909782751826,Above 1800 m
2022-05-06,2022-05-13,24.83908506204044,1.9322872679591896,Above 1800 m
2022-05-13,2022-05-20,3.3722744791666663,0.2623366772118206,Above 1800 m
2022-05-20,2022-05-27,3.9695975708333338,0.3088037593125775,Above 1800 m
2022-05-27,2022-06-03,0.928057953125,0.0721956771866859,Above 1800 m
2022-06-03,2022-06-10,0.05151241015625,0.0040072641177483,Above 1800 m
2022-06-10,2022-06-17,0.0,0.0,Above 1800 m
2022-06-17,2022-06-24,0.0,0.0,Above 1800 m
2022-06-24,2022-07-01,0.0,0.0,Above 1800 m
2022-07-01,2022-07-08,0.0,0.0,Above 1800 m
2022-07-08,2022-07-15,0.0,0.0,Above 1800 m
2022-07-15,2022-07-22,0.0,0.0,Above 1800 m
2022-07-22,2022-07-29,0.0,0.0,Above 1800 m
2022-07-29,2022-08-05,0.0,0.0,Above 1800 m
2022-08-05,2022-08-12,0.0,0.0,Above 1800 m
2022-08-12,2022-08-19,0.0,0.0,Above 1800 m
2022-08-19,2022-08-26,0.0,0.0,Above 1800 m
2022-08-26,2022-09-02,0.0,0.0,Above 1800 m
2022-09-02,2022-09-09,0.0,0.0,Above 1800 m
2022-09-09,2022-09-16,0.0,0.0,Above 1800 m
2022-09-16,2022-09-23,0.0,0.0,Above 1800 m
2022-09-23,2022-09-30,0.0,0.0,Above 1800 m
2022-09-30,2022-10-07,0.0,0.0,Above 1800 m
2022-10-07,2022-10-14,0.0,0.0,Above 1800 m
2022-10-14,2022-10-21,0.0,0.0,Above 1800 m
2022-10-21,2022-10-28,0.0,0.0,Above 1800 m
2022-10-28,2022-11-04,0.0,0.0,Above 1800 m
2022-11-04,2022-11-11,0.0,0.0,Above 1800 m
2022-11-11,2022-11-18,28.122220389583337,2.1876896137602886,Above 1800 m
2022-11-18,2022-11-25,0.0,0.0,Above 1800 m
2022-11-25,2022-12-02,95.91738961458334,7.461625509362276,Above 1800 m
2022-12-02,2022-12-09,58.15499404947917,4.5240053846339245,Above 1800 m
2022-12-09,2022-12-16,76.60260611994485,5.959085857162525,Above 1800 m
2022-12-16,2022-12-23,62.2933733058364,4.845939043908111,Above 1800 m
2022-12-23,2022-12-30,9.386409782352942,0.7301895407575156,Above 1800 m
2022-12-30,2023-01-06,326.51359419743187,25.40021338577692,Above 1800 m
2023-01-06,2023-01-13,433.8347421363716,33.74896243298288,Above 1800 m
2023-01-13,2023-01-20,2.0577394112745098,0.1600760919837579,Above 1800 m
2023-01-20,2023-01-27,371.4280537226296,28.894208356647987,Above 1800 m
2023-01-27,2023-02-03,37.872978127236514,2.946222586386376,Above 1800 m
2023-02-03,2023-02-10,1096.370903706035,85.28911322219429,Above 1800 m
2023-02-10,2023-02-17,1028.498974898131,80.00920602916453,Above 1800 m
2023-02-17,2023-02-24,1239.527906001287,96.42561249998197,Above 1800 m
2023-02-24,2023-03-03,873.3980100989124,67.94355953771131,Above 1800 m
2023-03-03,2023-03-10,50.05326151807598,3.89375372360293,Above 1800 m
2023-03-10,2023-03-17,532.3547203596245,41.413049056339766,Above 1800 m
2023-03-17,2023-03-24,111.42444531798408,8.66795360978844,Above 1800 m
2023-03-24,2023-03-31,97.71558201334254,7.601510866201501,Above 1800 m
2023-03-31,2023-04-07,249.85261228353923,19.436586346718176,Above 1800 m
2023-04-07,2023-04-14,46.601233401041675,3.6252128348172863,Above 1800 m
2023-04-14,2023-04-21,646.3348780323831,50.27981717283658,Above 1800 m
2023-04-21,2023-04-28,44.73163784881026,3.479772869021979,Above 1800 m
2023-04-28,2023-05-05,22.145002140625,1.7227086093703163,Above 1800 m
2023-05-05,2023-05-12,22.96502181770833,1.786499750531373,Above 1800 m
2023-05-12,2023-05-19,11.04418679296875,0.8591516745369003,Above 1800 m
2023-05-19,2023-05-26,3.950023622395833,0.3072810586472752,Above 1800 m
2023-05-26,2023-06-02,1.33949021484375,0.1042019012066574,Above 1800 m
2023-06-02,2023-06-09,0.0,0.0,Above 1800 m
2023-06-09,2023-06-16,0.0688341979166666,0.0053547642315466,Above 1800 m
2023-06-16,2023-06-23,0.0,0.0,Above 1800 m
2023-06-23,2023-06-30,0.0,0.0,Above 1800 m
2023-06-30,2023-07-07,0.0,0.0,Above 1800 m
2023-07-07,2023-07-14,0.0,0.0,Above 1800 m
2023-07-14,2023-07-21,0.0,0.0,Above 1800 m
2023-07-21,2023-07-28,0.0,0.0,Above 1800 m
2023-07-28,2023-08-04,0.0,0.0,Above 1800 m
2023-08-04,2023-08-11,0.0,0.0,Above 1800 m
2023-08-11,2023-08-18,0.0,0.0,Above 1800 m
2023-08-18,2023-08-25,0.0,0.0,Above 1800 m
2023-08-25,2023-09-01,0.0,0.0,Above 1800 m
2023-09-01,2023-09-08,0.0,0.0,Above 1800 m
2023-09-08,2023-09-15,0.0,0.0,Above 1800 m
2023-09-15,2023-09-22,0.0,0.0,Above 1800 m
2023-09-22,2023-09-29,0.0,0.0,Above 1800 m
2023-09-29,2023-10-06,0.0,0.0,Above 1800 m
2023-10-06,2023-10-13,0.0,0.0,Above 1800 m
2023-10-13,2023-10-20,0.0,0.0,Above 1800 m
2023-10-20,2023-10-27,0.0,0.0,Above 1800 m
2023-10-27,2023-11-03,0.0,0.0,Above 1800 m
2023-11-03,2023-11-10,0.0,0.0,Above 1800 m
2023-11-10,2023-11-17,0.41207765625,0.0320564306854919,Above 1800 m
2023-11-17,2023-11-24,380.86035503348654,29.62796790072946,Above 1800 m
2023-11-24,2023-12-01,26.78147505729167,2.083390074196246,Above 1800 m
2023-12-01,2023-12-08,193.08456395449053,15.020474531845156,Above 1800 m
2023-12-08,2023-12-15,13.763735934895832,1.0707114066449783,Above 1800 m
2023-12-15,2023-12-22,0.0,0.0,Above 1800 m
2023-12-22,2023-12-29,485.5491257259651,37.77193851003813,Above 1800 m
2023-12-29,2024-01-05,67.14905855661765,5.223673520192848,Above 1800 m
2024-01-05,2024-01-12,7.208751234375,0.5607846743660877,Above 1800 m
2024-01-12,2024-01-19,371.45109237334555,28.89600058415307,Above 1800 m
2024-01-19,2024-01-26,992.9547340558312,77.24414105767686,Above 1800 m
2024-01-26,2024-02-02,4.612856289828432,0.3588442752822049,Above 1800 m
2024-02-02,2024-02-09,98.1852144838848,7.638044612963206,Above 1800 m
2024-02-09,2024-02-16,1063.597530994531,82.73960020026347,Above 1800 m
2024-02-16,2024-02-23,135.7330911615809,10.558976839814475,Above 1800 m
2024-02-23,2024-03-01,728.7149405712776,56.688344120588475,Above 1800 m
2024-03-01,2024-03-08,670.3644152567402,52.14912792714189,Above 1800 m
2024-03-08,2024-03-15,533.0201205579043,41.46481200686803,Above 1800 m
2024-03-15,2024-03-22,47.08899038226103,3.6631565272807705,Above 1800 m
2024-03-22,2024-03-29,242.66611130468743,18.877532568854477,Above 1800 m
2024-03-29,2024-04-05,252.32762965863168,19.629123412794637,Above 1800 m
2024-04-05,2024-04-12,0.0,0.0,Above 1800 m
2024-04-12,2024-04-19,21.30470054943321,1.6573396933313305,Above 1800 m
2024-04-19,2024-04-26,68.58587717902844,5.335446813110705,Above 1800 m
2024-04-26,2024-05-03,26.579700322916672,2.0676935721207936,Above 1800 m
2024-05-03,2024-05-10,23.74263621382068,1.8469920912611828,Above 1800 m
2024-05-10,2024-05-17,18.4199722421875,1.432930309262236,Above 1800 m
2024-05-17,2024-05-24,4.1746470703125,0.3247550125956746,Above 1800 m
2024-05-24,2024-05-31,0.7338091792410715,0.0570846361940284,Above 1800 m
2024-05-31,2024-06-07,0.0,0.0,Above 1800 m
2024-06-07,2024-06-14,0.0,0.0,Above 1800 m
2024-06-14,2024-06-21,0.0,0.0,Above 1800 m
2024-06-21,2024-06-28,0.0,0.0,Above 1800 m
2024-06-28,2024-07-05,0.0,0.0,Above 1800 m
2024-07-05,2024-07-12,0.0,0.0,Above 1800 m
2024-07-12,2024-07-19,0.0,0.0,Above 1800 m
2024-07-19,2024-07-26,0.0,0.0,Above 1800 m
2024-07-26,2024-08-02,0.0,0.0,Above 1800 m
2024-08-02,2024-08-09,0.0,0.0,Above 1800 m
2024-08-09,2024-08-16,0.0,0.0,Above 1800 m
2024-08-16,2024-08-23,0.0,0.0,Above 1800 m
2024-08-23,2024-08-30,0.0,0.0,Above 1800 m
2024-08-30,2024-09-06,0.0,0.0,Above 1800 m
2024-09-06,2024-09-13,0.0,0.0,Above 1800 m
2024-09-13,2024-09-20,0.0,0.0,Above 1800 m
2024-09-20,2024-09-27,0.0,0.0,Above 1800 m
2024-09-27,2024-10-04,0.0,0.0,Above 1800 m
2024-10-04,2024-10-11,0.0,0.0,Above 1800 m
2024-10-11,2024-10-18,0.0,0.0,Above 1800 m
2024-10-18,2024-10-25,0.0,0.0,Above 1800 m
2024-10-25,2024-11-01,0.0,0.0,Above 1800 m
2024-11-01,2024-11-08,0.9273504296875,0.0721406373763769,Above 1800 m
2024-11-08,2024-11-15,0.0,0.0,Above 1800 m
2024-11-15,2024-11-22,53.869679904534685,4.190641335966286,Above 1800 m
2024-11-22,2024-11-29,41.88165958011642,3.25806676717472,Above 1800 m
2024-11-29,2024-12-06,217.6033034945491,16.9278414143744,Above 1800 m
2024-12-06,2024-12-13,55.82933721283701,4.343087404609231,Above 1800 m
2024-12-13,2024-12-20,57.85259047455576,4.500480742878789,Above 1800 m
2024-12-20,2024-12-27,162.40337269091089,12.633716923971914,Above 1800 m
2024-12-27,2025-01-03,967.6513485521753,75.2757348332585,Above 1800 m
2025-01-03,2025-01-10,623.0706471278969,48.470041286835865,Above 1800 m
2025-01-10,2025-01-17,430.27855949863664,33.47231913407433,Above 1800 m
2025-01-17,2025-01-24,296.69115407966706,23.080259925530644,Above 1800 m
2025-01-24,2025-01-31,345.7845522527913,26.899343760295135,Above 1800 m
2025-01-31,2025-02-07,0.0,0.0,Above 1800 m
2025-02-07,2025-02-14,1210.2950103228402,94.15152100329614,Above 1800 m
2025-02-14,2025-02-21,1068.9862250994895,83.15879861211842,Above 1800 m
2025-02-21,2025-02-28,401.4374344391851,31.22870433881106,Above 1800 m
2025-02-28,2025-03-07,924.3091074416512,71.90404620408789,Above 1800 m
2025-03-07,2025-03-14,369.40973166475186,28.73719862761258,Above 1800 m
2025-03-14,2025-03-21,193.56265027964153,15.05766592262172,Above 1800 m
2025-03-21,2025-03-28,640.5954127597074,49.83333149739463,Above 1800 m
2025-03-28,2025-04-04,61.33481463786764,4.771370648772715,Above 1800 m
2025-04-04,2025-04-11,26.588325826822917,2.0683645691134824,Above 1800 m
2025-04-11,2025-04-18,48.55267287135417,3.777019619699246,Above 1800 m
2025-04-18,2025-04-25,31.83814484960937,2.4767595817108954,Above 1800 m
2025-04-25,2025-05-02,2.2598614716145837,0.1757996133128773,Above 1800 m
2025-05-02,2025-05-09,0.0,0.0,Above 1800 m
2025-05-09,2025-05-16,0.0,0.0,Above 1800 m
2025-05-16,2025-05-23,0.0,0.0,Above 1800 m
2025-05-23,2025-05-30,0.0,0.0,Above 1800 m
