week_start,s2_snow_above_1200_smoothed_zscore,s2_snow_1200_1800_smoothed_zscore,s2_snow_above_1800_smoothed_zscore,modis_snow_above_1200_smoothed_zscore,modis_snow_1200_1800_smoothed_zscore,modis_snow_above_1800_smoothed_zscore,temp_1200_smoothed_zscore,temp_1200_1800_smoothed_zscore,temp_1800_smoothed_zscore,precip_1200_smoothed_zscore,precip_1200_1800_smoothed_zscore,precip_1800_smoothed_zscore
10/12/2016,-0.4852159720291013,-0.34845574910837745,-0.5684506303106162,1.4011175338559823,0.9734430144112736,1.7802612534940065,-1.3481889701728031,-1.3725371543754958,-1.351055593172558,2.774667271888092,2.5399714821952544,2.5253961282584663
17/12/2016,-0.4852159720291013,-0.34845574910837745,-0.5684506303106162,0.9980047026173736,1.9816078582407295,2.4803481891202095,-1.6933755706692533,-1.7237472946588026,-1.7711148316195657,0.8442827292381626,1.2559055033719164,1.5856083359641442
24/12/2016,-0.4852159720291013,-0.34845574910837745,-0.5684506303106162,0.9230377492258354,2.3686141054857046,2.328750437184957,-1.5091841306423361,-1.5398491464006878,-1.5395816718038442,1.405970259695057,1.0414237853060153,0.8208038284722884
31/12/2016,-0.4852159720291013,-0.34845574910837745,-0.5684506303106162,0.8442081325857124,2.107398298236524,2.187990876980962,-1.6279640228879555,-1.6561452882930223,-1.6634005128479044,0.5469247995249079,0.3647901814240203,0.2436834710009111
07/01/2017,-0.2194770837401467,0.000538042018933249,-0.41398523281261856,4.221030170386745,3.344367646446555,2.299378458330191,-1.631492465839776,-1.6875842281981763,-1.635705103472944,0.85824028855471,0.7582454615336424,0.4923863116124739
14/01/2017,-0.4852159720291013,-0.34845574910837745,-0.5684506303106162,-0.18835034310843038,1.1422123550987093,2.1397598967845983,-1.3840528140486907,-1.3626279693006953,-1.3142607939063846,-0.15558347799109437,-0.011347416487267014,0.021759259261195325
21/01/2017,-0.4852159720291013,-0.34845574910837745,-0.5684506303106162,0.2832676030030559,0.6795517143479103,1.8551084499602781,-1.4885286230914838,-1.48439110676955,-1.4535104760417226,1.063554351618324,1.0519610125494432,0.978996684381578
28/01/2017,-0.4852159720291013,-0.34845574910837745,-0.5684506303106162,7.6921324778222395,5.138209371150934,2.2748846927467583,-2.3385262997511185,-2.3850778100183674,-2.3485767253161893,0.3882122519645134,0.5458647282171991,0.6510281913821081
04/02/2017,-0.48351745575485705,-0.34845574910837745,-0.5652509601762284,0.4029138979584437,2.9449564803934027,2.3634182728332345,-1.3607617037546516,-1.383230186696325,-1.3891128936655937,-0.6661253928577984,-0.6682080092520302,-0.6913844170052661
11/02/2017,-0.4852159720291013,-0.34845574910837745,-0.5684506303106162,0.10880999621806045,1.3120224440565953,2.069260300918042,-1.778244222857504,-1.784695090007711,-1.8226930011641185,0.9781005150088186,1.2218082811788002,1.4325580211275712
18/02/2017,-0.4852159720291013,-0.34845574910837745,-0.5684506303106162,-0.291811958720059,0.9915160084154425,1.8808003731893015,-1.4624764147779459,-1.407225403431657,-1.3851619135165212,-0.6943692930534655,-0.710776712211417,-0.7453617951122539
25/02/2017,-0.4852159720291013,-0.34845574910837745,-0.5684506303106162,-0.29980201603177353,0.3716503414130983,1.5566131473680471,-0.8448759778248387,-0.8443739585404485,-0.8579396404151315,0.7018792067502234,0.7554984466767533,0.5839454107445644
04/03/2017,-0.4852159720291013,-0.34845574910837745,-0.5684506303106162,-0.31530080190148474,0.05038736183688743,1.2877979213108772,-0.8317717860388263,-0.8277491462415338,-0.8302552786265905,-0.4762695105408025,-0.4656429117677882,-0.4112958454684784
11/03/2017,-0.4852159720291013,-0.34845574910837745,-0.5684506303106162,0.2292625168359253,-0.294124332950002,0.25355166494454656,-1.1487155680406353,-1.164261416563395,-1.1660723590724784,2.1792386747271797,2.284350146416238,2.2906624842129837
18/03/2017,-0.4852159720291013,-0.34845574910837745,-0.5684506303106162,-0.2889119529789096,-0.33414110394882307,0.7677290369733383,-0.8947660828230495,-0.8623784819857327,-0.8655286429366404,-0.27839698580886846,-0.03890150293919193,0.06591488815993717
25/03/2017,-0.4852159720291013,-0.34845574910837745,-0.5684506303106162,-0.30277422108598057,-0.3539753642568313,0.305161449701476,-0.7015624368237049,-0.674130636328474,-0.6978794148290683,-0.38984626824423735,-0.19278155224454466,-0.024031370255234795
01/04/2017,0.145835407544214,-0.04502391315279596,0.31938019756860736,-0.3006924742261513,-0.3760712506140877,-0.020555994598575433,-0.5687462193869596,-0.5934775472472884,-0.6102247473202662,0.15859281561955427,0.10245513167291508,0.15565416925861356
08/04/2017,-0.47751288155575017,-0.34845574910837745,-0.5539395249984015,-0.3114983047471146,-0.37652357582393736,-0.3936451688977244,-0.4116236736300594,-0.42563748745287305,-0.40546971981528834,0.413568949513473,0.9433853150584396,1.0355512480269937
15/04/2017,-0.35194712215841817,-0.3462540576156723,-0.3195820167819124,-0.3153609679956995,-0.3789613285035694,-0.45031117891904665,-0.3142024838555647,-0.28784509749159587,-0.31687047992186035,-0.3873127735055226,-0.30241803182669086,-0.20882049067809033
22/04/2017,-0.4852159720291013,-0.34845574910837745,-0.5684506303106162,-0.3166124227553656,-0.3791094349882105,-0.5339802389644245,-0.022145804215826573,0.0008496667675766406,0.0123136955890993,-0.6395431786156363,-0.6244639588703373,-0.6257987938978791
29/04/2017,-0.3853867084591454,-0.2852972275160863,-0.4430329951605444,-0.3159144960624749,-0.3776683989214329,-0.5812321531989627,0.07768793638704667,0.10875923532430536,0.06069757795375124,-0.2843236994143447,-0.05397411040465524,0.15075237143000983
06/05/2017,-0.4527228772995013,-0.34845574910837745,-0.5072400394221683,-0.3166124227553656,-0.379117440744137,-0.6247766253472875,0.44874789319111313,0.46230685565914914,0.4390831733902696,-0.6736807078273211,-0.6902843055144358,-0.7053398340781432
13/05/2017,-0.4764746139824731,-0.3437281109503622,-0.5566725358997181,-0.3166124227553656,-0.379117440744137,-0.6493422803894555,0.677156968337366,0.7361397177306875,0.7207848141895412,-0.5577416868565791,-0.49590944480765553,-0.4047365190264452
20/05/2017,-0.4674544545022252,-0.34845574910837745,-0.5349914294575435,-0.3166124227553656,-0.3791014292322839,-0.6589651979373283,0.003252188546425793,-0.031320167472322205,-0.02271451605304102,0.00909681566848671,0.08117388858076893,-0.07956208192260518
27/05/2017,-0.48482455412897973,-0.34803411295310105,-0.5681314575807586,-0.3166124227553656,-0.37910543211024716,-0.6656885739828715,0.40195785339834184,0.3886454677471231,0.36450650678218965,-0.6782077763285835,-0.6997010351026121,-0.7163109543877133
03/06/2017,-0.4852159720291013,-0.34845574910837745,-0.5684506303106162,-0.3166124227553656,-0.379117440744137,-0.6657946965171953,0.9545503837744398,1.0067854478321512,1.0027809521495759,-0.6744041552095953,-0.6762459382746681,-0.678635017012895
10/06/2017,-0.4852159720291013,-0.34845574910837745,-0.5684506303106162,-0.31648005734809326,-0.379117440744137,-0.6652503906153412,0.7790111504150098,0.8424676273973406,0.8660559689967816,-0.6646920345752749,-0.66227789842136,-0.6801438511764004
17/06/2017,-0.4834467018453441,-0.34824527279675244,-0.5653264255317656,-0.3157700974363596,-0.379117440744137,-0.6657946965171953,0.7104738455287087,0.6794968029590042,0.6981584484971604,-0.6402279735812584,-0.6692356357604822,-0.6782788600130795
24/06/2017,-0.4852159720291013,-0.34845574910837745,-0.5684506303106162,-0.3166124227553656,-0.379117440744137,-0.6657946965171953,1.2930186604839975,1.3441278008338724,1.3483858640118551,-0.697491426887631,-0.7137176977839135,-0.7496629329974659
01/07/2017,-0.4852159720291013,-0.34845574910837745,-0.5684506303106162,-0.3166124227553656,-0.379117440744137,-0.6657946965171953,1.589203035281155,1.6514197744362342,1.6378799862707913,-0.6876432168247482,-0.7110920979309696,-0.7479016758044793
08/07/2017,-0.4852159720291013,-0.34845574910837745,-0.5684506303106162,-0.3166124227553656,-0.379117440744137,-0.6657946965171953,1.45789866584544,1.4353783719980855,1.4054987774889578,-0.6965406116399411,-0.7124391845048895,-0.7476964504272495
15/07/2017,-0.48316184918933575,-0.3480497291606772,-0.5649837606905741,-0.3166124227553656,-0.379117440744137,-0.6657946965171953,1.452848234056641,1.512247882821433,1.5333674543206581,-0.6934847139773624,-0.7070409205116606,-0.7398215642447803
22/07/2017,-0.4852159720291013,-0.34845574910837745,-0.5684506303106162,-0.3166124227553656,-0.3790934234763574,-0.6657946965171953,1.4748585847600157,1.5139970378931644,1.5280709687795953,-0.6946697957887408,-0.7135243961592257,-0.7495626766494055
29/07/2017,-0.4852159720291013,-0.34845574910837745,-0.5684506303106162,-0.3166124227553656,-0.379117440744137,-0.6657946965171953,1.2921833478218856,1.3317395294284287,1.3869868278023578,-0.6895975584945594,-0.707681455657036,-0.7352115593972463
05/08/2017,-0.4852159720291013,-0.34845574910837745,-0.5684506303106162,-0.3166124227553656,-0.379117440744137,-0.6657946965171953,1.3719652843860433,1.4604790831513026,1.5082388957992496,-0.6847320330503363,-0.7049078301647942,-0.7385978470790968
12/08/2017,-0.4852159720291013,-0.34845574910837745,-0.5684506303106162,-0.3166124227553656,-0.379117440744137,-0.6657946965171953,1.2613724160411683,1.2612670969745547,1.2894905416661107,-0.6725827776909052,-0.6812723359457906,-0.697585978708345
19/08/2017,-0.4852159720291013,-0.34845574910837745,-0.5684506303106162,-0.3161912600958626,-0.37903738318487157,-0.6657741566718423,1.1814447644473713,1.214744137908648,1.2930662562399455,-0.6836225915587635,-0.7081307014771662,-0.7424386140183568
26/08/2017,-0.4843149755510629,-0.34674442758122337,-0.5684506303106162,-0.3162153265335485,-0.379117440744137,-0.6657946965171953,1.0773774895120976,1.1095667108117402,1.1662595116819732,-0.6879661522045527,-0.7006812316279326,-0.732267947510317
02/09/2017,-0.4852159720291013,-0.34845574910837745,-0.5684506303106162,-0.3166124227553656,-0.379117440744137,-0.6657946965171953,1.2787963826972288,1.2917248600045494,1.2955760851346307,-0.6893267371048004,-0.695876081069686,-0.7249063261006069
09/09/2017,-0.4852159720291013,-0.34845574910837745,-0.5684506303106162,-0.3166124227553656,-0.37908141484246755,-0.6657946965171953,1.435939735765666,1.4676052073734278,1.4555396295865382,-0.6589103014692883,-0.6986772697953965,-0.7419881534016511
16/09/2017,-0.4852159720291013,-0.34845574910837745,-0.5684506303106162,-0.3166124227553656,-0.379117440744137,-0.6657946965171953,0.9907563353103926,1.0286836395709429,1.0470632973048977,-0.6362722308093574,-0.6550464781221986,-0.6991137034626728
23/09/2017,-0.4852159720291013,-0.34845574910837745,-0.5684506303106162,-0.3166124227553656,-0.379117440744137,-0.6657946965171953,0.6567894063301296,0.6836346535063896,0.7329134112183809,-0.650244224315465,-0.643768438798864,-0.6534655264085601
30/09/2017,-0.4852159720291013,-0.34845574910837745,-0.5684506303106162,-0.3166124227553656,-0.37856104070724234,-0.6657707333642835,0.5352453038031851,0.43632329408550163,0.3937969169172474,-0.6136088115441231,-0.6767793616881754,-0.7011355263150242
07/10/2017,-0.4852159720291013,-0.34845574910837745,-0.5684506303106162,-0.2733650342338265,-0.36087632586551066,-0.629938973146004,0.26063219539627297,0.19173943341897326,0.17067208383930374,0.0246691288821558,-0.18710728272542446,-0.22683578209959077
14/10/2017,-0.4852159720291013,-0.34845574910837745,-0.5684506303106162,-0.3106078465527368,-0.37751628955882854,-0.6651237282356645,0.2758691522057969,0.1887670497564123,0.12687087390666726,-0.19767750458180433,-0.19048795248005904,-0.2758156886220497
21/10/2017,-0.4852159720291013,-0.34845574910837745,-0.5684506303106162,-0.316540223442308,-0.379117440744137,-0.6657946965171953,0.25883405048917824,0.2303574413199396,0.2091845297258408,-0.6461583596550359,-0.6674166417748654,-0.6907018275054151
28/10/2017,-0.4514890652164611,-0.28439602958710597,-0.5684506303106162,0.04203766485856673,-0.37326923603979795,-0.6637270187516616,-0.2157137674864241,-0.28714559563960135,-0.28083212364556664,1.1673724328315704,0.7688164731819084,0.6444802327579782
04/11/2017,-0.4852159720291013,-0.34845574910837745,-0.5684506303106162,-0.3107883448353809,-0.37642750675281883,-0.6653462432269884,-0.3288653812983672,-0.3683819357811855,-0.383118815794282,-0.3939435746877413,-0.472692189034022,-0.42947719922000266
11/11/2017,-0.4852159720291013,-0.34845574910837745,-0.5684506303106162,-0.3165763230988368,-0.379117440744137,-0.6657946965171953,-0.20404565141087466,-0.23382610547015,-0.21930028442440036,-0.6906134621329975,-0.7112936596695544,-0.7469200290542761
18/11/2017,-0.4852159720291013,-0.34845574910837745,-0.5684506303106162,0.01570898203020626,-0.33838015171192715,-0.42751537388479394,-0.6807639913726479,-0.7351312479278427,-0.7509242191899822,0.9632022200049489,0.7692655590218714,0.9023915671461932
25/11/2017,-0.18230530003733358,-0.3474896314103006,0.001215215204089999,0.29863402346549484,-0.37271683888086654,-0.2193200780793956,-0.7748288933443418,-0.8299615797582428,-0.8374403221032876,-0.30754876332694586,-0.39832894330849034,-0.42773236151080185
02/12/2017,1.361646065704303,1.4445922790457328,1.13231691503874,0.022784514709857033,0.2625318881343285,0.3560797263315219,-0.869640249636302,-0.8440886463506061,-0.7904605894577276,0.9156482548240781,1.3522596661456547,1.4404921496906118
09/12/2017,-0.4852159720291013,-0.34845574910837745,-0.5684506303106162,-0.3021484937061475,0.0820901553059944,1.173370442849407,-0.8730047368235535,-0.8231446433259084,-0.7586418330344797,-0.6734017633830486,-0.6992369369792638,-0.7429398517255194
16/12/2017,0.5549366039806665,0.600011142047289,0.4502962810919247,-0.18098601317654892,-0.3079142475334709,-0.11806891041186407,-0.46322266428192904,-0.40161112253113046,-0.3698296966040038,-0.6725420033209544,-0.6803668512478275,-0.7001253489383361
23/12/2017,-0.45261544677046334,-0.3418717258387084,-0.5135677389134248,0.09858176020155841,0.5683237443824967,0.9937700350829202,-0.9051765808158408,-0.8779321179930233,-0.8119484557437435,1.33530976338753,1.1036814298436108,1.0444300951254615
30/12/2017,-0.45227712010008014,-0.3282964347667774,-0.5263944607844326,2.8425768190521894,-0.04538549631233661,-0.3481083317501602,-1.1579417963594576,-1.1572366389061357,-1.1301478719124145,1.3495511425978741,1.4738168716117868,1.4046214881307515
06/01/2018,0.16050826173794494,-0.10696102252502103,0.4084505960843441,-0.24282472481043585,-0.029414013238884994,1.0317961354464102,-1.1069576205586928,-1.039142010475422,-0.9405656769031221,-0.49354263501208284,-0.4526875156194737,-0.5134463103018796
13/01/2018,0.7429363641117529,-0.23208478131702467,1.6297289949262925,1.2057943255973227,-0.2084947675597069,0.40082577943299624,-1.3241428815841445,-1.351953171323144,-1.3370704664434743,2.4829735183437167,2.2408701913936855,1.8383124944916558
20/01/2018,1.9581323966480333,1.9719369128550737,1.732955818410582,0.9179356644364273,3.665470510904235,2.2061481002729995,-1.3595971160185363,-1.385584705006587,-1.36164160886345,2.949641976551186,2.8758252373936433,2.68329405790191
27/01/2018,1.7233128981925476,0.5805720258268517,2.6705669466406246,-0.17537853319573724,0.49846151528952637,2.0982043663279537,-1.410603591561354,-1.3781573428383114,-1.3404124997966065,-0.5487827986164857,-0.5773878551307232,-0.6196307605286556
03/02/2018,-0.4852159720291013,-0.34845574910837745,-0.5684506303106162,-0.29749163801392836,-0.08219996494054081,1.2405323138461035,-0.5242956976945334,-0.40623996975167265,-0.37554846170169043,-0.6632226677689167,-0.6671479158885012,-0.6873820583965502
10/02/2018,-0.4852159720291013,-0.34845574910837745,-0.5684506303106162,-0.2988874913997098,-0.3454412284391373,0.5950676736286011,-0.791078527588385,-0.7906576375897186,-0.7654095538257454,0.8609388745196485,0.9063908675255811,0.7106827317748369
17/02/2018,-0.4681262476320319,-0.34845574910837745,-0.5362569554030547,-0.1886872732360328,0.40856488199038427,2.2485560343117923,-1.0391194541097992,-1.0387773049315359,-1.045314268951555,2.339013035204585,2.4829653810139956,2.7309675192012373
24/02/2018,0.10623102797803392,-0.34007943222671244,0.5374113449705334,-0.23988861941275758,-0.352065991468351,0.7023164761392039,-1.0109467223854314,-1.0254562026008844,-1.038813941493718,0.8007638569010954,0.9014051566818482,0.8689054145389159
03/03/2018,-0.06095426997661745,-0.34845574910837745,0.23077485713776974,-0.31092071024265333,-0.37567896857368716,0.08361867772419737,-0.3759142926747114,-0.3476537891319961,-0.34759682263214736,-0.627767769933035,-0.6431250049267796,-0.6827273067091097
10/03/2018,-0.17619546976884495,-0.34845574910837745,0.013683133721532547,-0.29897172393161037,-0.37900536016116537,-0.23785044189534543,-0.7516055148361971,-0.6918244589054292,-0.6507317762712224,-0.3785761428491263,-0.38502541737691204,-0.44757964378525233
17/03/2018,-0.25536749327814107,-0.34845574910837745,-0.13546136547642854,-0.3142298454244628,-0.379117440744137,-0.37508399531374503,-0.10263573431502117,-0.07034708552010457,-0.051636875709184106,-0.6832470810024809,-0.6981452653445879,-0.7345442558211729
24/03/2018,-0.3586023275803168,-0.34845574910837745,-0.3299354609878895,-0.31365225092000154,-0.37876118460540587,-0.4645452917486642,-0.35538301322257343,-0.3304889142210912,-0.29224875507267334,0.6277767729138701,0.7233753952275442,0.5016204084111937
31/03/2018,-0.2619175039249419,-0.19059333102975184,-0.3043692769201137,-0.3143020447375205,-0.3791014292322839,-0.48595465722159054,-0.25561772604645755,-0.19103435373509128,-0.16237214927894436,-0.663839269216507,-0.682067100250375,-0.7262735824142201
07/04/2018,-0.4632564806972181,-0.3408892437175643,-0.5345877832551662,-0.3140854467983475,-0.37537875272644183,-0.5861856792365906,-0.370812545687212,-0.3237670440026785,-0.3534644559184269,0.23736677554205607,0.5150133869305062,1.0120958115091963
14/04/2018,-0.4384338506150161,-0.34845574910837745,-0.4803223274019166,-0.3166124227553656,-0.379117440744137,-0.6230273151847251,0.16103782870996478,0.2031119695579496,0.1693297357830329,-0.6924182674127192,-0.7090979421306006,-0.7441504168401056
21/04/2018,-0.4661521613134933,-0.3388885990091721,-0.5420269277780491,-0.31305058997785434,-0.3778405226738535,-0.6404485273516138,-0.16250515986036965,-0.17426162282453675,-0.1925502658468169,0.5375455087711358,0.42661517555387507,0.6528438914957235
28/04/2018,-0.4344718066702123,-0.3056390130901691,-0.5153245364683444,-0.31129374002678456,-0.3655236671808684,-0.6369019807206653,0.4544376482989611,0.29182421575423423,0.20696989588363288,-0.07615658667453368,0.381230941157414,0.5697999979068076
05/05/2018,-0.047400471179252654,0.3465592923283966,-0.4330129305198626,-0.2888036540093231,-0.379117440744137,-0.647476577769893,0.10200503438040359,0.05044880990879548,0.015674580430037197,1.293204691916612,1.4947565705957617,1.6553439816291444
12/05/2018,-0.4847924192838405,-0.34845574910837745,-0.5676527403581327,-0.30398957618911787,-0.3787892047511488,-0.6654112860706063,0.33427021232422816,0.2664482035891648,0.21942685687871955,-0.2693449497544843,-0.3406745846844514,-0.39312148609220493
19/05/2018,-0.4852159720291013,-0.34845574910837745,-0.5684506303106162,-0.31603482825090434,-0.379117440744137,-0.6657946965171953,1.0863702854241233,1.0337320153633527,0.938892259269059,-0.630025534718,-0.5583412624018351,-0.5071903896284328
26/05/2018,-0.44440086995454836,-0.29739584698786486,-0.5422045623111839,-0.31295432422711084,-0.37740821185382023,-0.663617472909779,0.505973064766613,0.4848238763635787,0.4283984748908678,0.7734254549931123,0.9983433161887755,1.690243560580569
02/06/2018,-0.4852159720291013,-0.34845574910837745,-0.5684506303106162,-0.3133032875735562,-0.3734413597922186,-0.659293835462976,0.7489601094322657,0.7272892510435862,0.6561959650602616,-0.4471756848760932,-0.31755410347415264,-0.17863182307539477
09/06/2018,-0.4852159720291013,-0.34845574910837745,-0.5684506303106162,-0.31421781220561984,-0.37812472700924576,-0.6651305748507822,0.7321176249467779,0.7078852805864887,0.6933737357565022,-0.08247516983423639,0.18322227249628006,0.2345044869744896
16/06/2018,-0.48487803033378696,-0.34781387434836347,-0.5684506303106162,-0.31617922687701966,-0.3788852738222672,-0.6653188567665178,0.7949764997352282,0.7399079565165567,0.7423003307875904,-0.6406438156747547,-0.6751006194670229,-0.6697945708959578
23/06/2018,-0.4852159720291013,-0.34845574910837745,-0.5684506303106162,-0.3166124227553656,-0.379117440744137,-0.6657946965171953,0.955859049781505,0.9857168114801309,1.0338449364487388,-0.6909519465896896,-0.7124897698631758,-0.7491197214599996
30/06/2018,-0.4852159720291013,-0.34845574910837745,-0.5684506303106162,-0.3166124227553656,-0.379117440744137,-0.6657946965171953,1.1035128997503991,1.199890477027119,1.2670746921838232,-0.6926127189460952,-0.7120877933437122,-0.7483066943485599
07/07/2018,-0.4852159720291013,-0.34845574910837745,-0.5684506303106162,-0.3166124227553656,-0.379117440744137,-0.6657946965171953,1.1485588464275942,1.1896788241931322,1.258109771043106,-0.6956298372916607,-0.7136274473146432,-0.7496226236870431
14/07/2018,-0.4852159720291013,-0.34845574910837745,-0.5684506303106162,-0.3166124227553656,-0.3788532507985611,-0.6657946965171953,1.2256043119318456,1.1716406960260237,1.1637524033821085,-0.6872271628255655,-0.7135812111606966,-0.7496521255413704
21/07/2018,-0.4852159720291013,-0.34845574910837745,-0.5684506303106162,-0.3166124227553656,-0.3789333083578265,-0.6657570401340481,1.2342939206809929,1.1709782014412944,1.18143819516511,-0.6675762398584145,-0.7069923223359861,-0.7428985677371567
28/07/2018,-0.4852159720291013,-0.34845574910837745,-0.5684506303106162,-0.3162273597523914,-0.3772601053691792,-0.6655516416805183,1.031580878942938,0.9888928627702532,1.0808747130560237,-0.6489458884157903,-0.7035080053242377,-0.7441906659006621
04/08/2018,-0.4852159720291013,-0.34845574910837745,-0.5684506303106162,-0.3166124227553656,-0.379117440744137,-0.6657946965171953,1.2107372821861238,1.1746164525368359,1.1998153597499226,-0.6832498986621878,-0.7064299945099622,-0.739281401959382
11/08/2018,-0.4852159720291013,-0.34845574910837745,-0.5684506303106162,-0.3166124227553656,-0.379117440744137,-0.6657946965171953,1.1920712290592845,1.151754109953356,1.177681764751702,-0.6868050250302661,-0.713686840518439,-0.7497246871442204
18/08/2018,-0.4852159720291013,-0.34845574910837745,-0.5684506303106162,-0.3166124227553656,-0.379117440744137,-0.6657946965171953,1.18136764687569,1.203704368859396,1.242975692172067,-0.6845378664003213,-0.7044589439820701,-0.7437537944256354
25/08/2018,-0.4852159720291013,-0.34845574910837745,-0.5684506303106162,-0.3166124227553656,-0.379117440744137,-0.6657946965171953,1.1865489362075634,1.2353101607456272,1.3082600725389137,-0.6458734869575321,-0.6788993052210477,-0.7145024569299651
01/09/2018,-0.4852159720291013,-0.34845574910837745,-0.5684506303106162,-0.3166124227553656,-0.379117440744137,-0.6657946965171953,1.2318122838764591,1.2124545934214628,1.2369612994867554,-0.6609549727509019,-0.700899476206713,-0.7419145619192996
08/09/2018,-0.4824977084353655,-0.34329277331676605,-0.5684506303106162,-0.27408702736440316,-0.37875317884947934,-0.6657946965171953,0.9357351989602972,0.8775325130113532,0.8625895907916313,-0.4977080513900921,-0.5027832327338924,-0.4659780147641256
15/09/2018,-0.4852159720291013,-0.34845574910837745,-0.5684506303106162,-0.3166124227553656,-0.3790173687950552,-0.6657844265945189,0.9401838862097778,0.9152330994691974,0.9027894836445796,-0.6179346428227377,-0.6199802393575471,-0.6321302098733427
22/09/2018,-0.4852159720291013,-0.34845574910837745,-0.5684506303106162,-0.3166124227553656,-0.379117440744137,-0.6657946965171953,0.9933855417318849,0.9848331588324467,0.9601327460737328,-0.6769734172418548,-0.6884054733777646,-0.7226037066224669
29/09/2018,-0.4852159720291013,-0.34845574910837745,-0.5684506303106162,-0.31235266328496364,-0.379117440744137,-0.6657946965171953,1.054158519546588,0.9694772351583435,0.8837378809749943,-0.5165280799747725,-0.4112154201888994,-0.23648791117882204
06/10/2018,0.7040923864043963,0.5500547891539721,0.7808234366848475,-0.27389449586291603,-0.3640786282361275,-0.6628027257107774,0.5485893981151184,0.4813335616173646,0.421276359823823,0.05448718036887631,0.03906313761417876,0.19718763138801546
13/10/2018,-0.48174314623966996,-0.34845574910837745,-0.5619085105035397,-0.3014626002320997,-0.379117440744137,-0.6657159604433421,0.4839943445028561,0.4304026862977126,0.35917351269864234,-0.16531248037464702,-0.11614703015366162,0.0073829201022530665
20/10/2018,-0.4852159720291013,-0.34845574910837745,-0.5684506303106162,-0.254087817647431,-0.37005492503529125,-0.6652161575397528,0.24049366081685594,0.11343927189993838,0.05230249919845561,2.028246612752712,2.4254821800443547,2.8509551948633414
27/10/2018,-0.4437813406564708,-0.34845574910837745,-0.4903959454408086,-0.3166124227553656,-0.379117440744137,-0.6189741190350697,-0.24413957524611263,-0.28198213047103066,-0.22499343137609853,-0.6737691179528795,-0.6821476728264493,-0.718975587818578
03/11/2018,-0.48079716034761827,-0.34522141415011814,-0.5633342940185325,-0.30975348801488783,-0.36776127596233693,-0.6631210933137486,-0.4467002616707068,-0.5479537241969021,-0.5863954382959802,-0.06293866303106399,0.31041975266378885,0.3001105548084832
