year,week_of_year,modis_snow_above_1200_zscore,modis_snow_1200_1800_zscore,modis_snow_above_1800_zscore,modis_snow_above_1200_smoothed_zscore,modis_snow_1200_1800_smoothed_zscore,modis_snow_above_1800_smoothed_zscore,target_modis_next_week,split,temp_1200_zscore,temp_1200_1800_zscore,temp_1800_zscore,temp_1200_smoothed_zscore,temp_1200_1800_smoothed_zscore,temp_1800_smoothed_zscore,precip_1200_zscore,precip_1200_1800_zscore,precip_1800_zscore,precip_1200_smoothed_zscore,precip_1200_1800_smoothed_zscore,precip_1800_smoothed_zscore
2000,18,-0.533949896,-0.375038981,-0.614604814,-0.524405239,-0.375038981,-0.597516347,-0.540351839,train,-0.109168143,-0.111649395,-0.104758516,-0.066803796,-0.064965185,-0.070022029,-0.360969075,-0.368250779,-0.346188194,-0.123721062,-0.136782367,-0.097893695
2000,19,-0.546753781,-0.375038981,-0.637528508,-0.540351839,-0.375038981,-0.626066661,-0.551228315,train,0.432642061,0.439669058,0.420112609,0.161736959,0.164009832,0.157677047,-0.536195422,-0.542891393,-0.522336228,-0.448582249,-0.455571086,-0.434262211
2000,20,-0.555702848,-0.374879907,-0.653695439,-0.551228315,-0.374959444,-0.645611973,-0.558307191,train,0.183094946,0.185124322,0.179457065,0.307868503,0.31239669,0.299784837,-0.423544603,-0.438929745,-0.392758578,-0.479870013,-0.490910569,-0.457547403
2000,21,-0.560911534,-0.375038981,-0.662876124,-0.558307191,-0.374959444,-0.658285781,-0.561562613,train,0.557257275,0.565568566,0.542422665,0.370176111,0.375346444,0.360939865,-0.649968043,-0.653039602,-0.643081952,-0.536756323,-0.545984673,-0.517920265
2000,22,-0.562213693,-0.375038981,-0.66520747,-0.561562613,-0.375038981,-0.664041797,-0.562248859,train,0.646764426,0.62254184,0.689240582,0.602010851,0.594055203,0.615831623,-0.688588288,-0.687792326,-0.689251346,-0.669278166,-0.670415964,-0.666166649
2000,23,-0.562284025,-0.375038981,-0.665333392,-0.562248859,-0.375038981,-0.665270431,-0.562284025,train,1.044743323,1.051064658,1.033253246,0.845753875,0.836803249,0.861246914,-0.689315995,-0.688553488,-0.689912362,-0.688952142,-0.688172907,-0.689581854
2000,24,-0.562284025,-0.375038981,-0.665333392,-0.562284025,-0.375038981,-0.665333392,-0.562284025,train,1.111713654,1.117612036,1.100946669,1.078228489,1.084338347,1.067099957,-0.688811168,-0.688083517,-0.689339701,-0.689063581,-0.688318503,-0.689626032
2000,25,-0.562284025,-0.375038981,-0.665333392,-0.562284025,-0.375038981,-0.665333392,-0.562284025,train,1.098777966,1.106270821,1.085205055,1.10524581,1.111941428,1.093075862,-0.673174038,-0.672804544,-0.673019256,-0.680992603,-0.68044403,-0.681179479
2000,26,-0.562284025,-0.375038981,-0.665333392,-0.562284025,-0.375038981,-0.665333392,-0.562284025,train,1.529232791,1.529491131,1.528266936,1.314005378,1.317880976,1.306735995,-0.689148173,-0.68839063,-0.689735004,-0.681161106,-0.680597587,-0.68137713
2000,27,-0.562284025,-0.375038981,-0.665333392,-0.562284025,-0.375038981,-0.665333392,-0.562284025,train,1.680932896,1.700234627,1.646352604,1.605082844,1.614862879,1.58730977,-0.688988591,-0.688162033,-0.689711246,-0.689068382,-0.688276332,-0.689723125
2000,28,-0.562284025,-0.375038981,-0.665333392,-0.562284025,-0.375038981,-0.665333392,-0.562284025,train,1.430292327,1.418902822,1.449888718,1.555612612,1.559568724,1.548120661,-0.689247376,-0.688484911,-0.68984375,-0.689117983,-0.688323472,-0.689777498
2000,29,-0.562284025,-0.375038981,-0.665333392,-0.562284025,-0.375038981,-0.665333392,-0.562284025,train,1.443953393,1.42348443,1.479547685,1.43712286,1.421193626,1.464718201,-0.685624444,-0.684660751,-0.686620971,-0.68743591,-0.686572831,-0.688232361
2000,30,-0.562284025,-0.375038981,-0.665333392,-0.562284025,-0.375038981,-0.665333392,-0.562284025,train,1.836970855,1.834555462,1.840614691,1.640462124,1.629019946,1.660081188,-0.685737592,-0.686046179,-0.684233939,-0.685681018,-0.685353465,-0.685427455
2000,31,-0.562284025,-0.375038981,-0.665333392,-0.562284025,-0.375038981,-0.665333392,-0.562284025,train,1.214749237,1.219690701,1.205634412,1.525860046,1.527123081,1.523124551,-0.647481989,-0.648342572,-0.644943721,-0.66660979,-0.667194376,-0.66458883
2000,32,-0.562284025,-0.375038981,-0.665333392,-0.562284025,-0.375038981,-0.665333392,-0.562284025,train,1.410835887,1.400878514,1.427914654,1.312792562,1.310284608,1.316774533,-0.685942971,-0.684697892,-0.687492003,-0.66671248,-0.666520232,-0.666217862
2000,33,-0.562284025,-0.375038981,-0.665333392,-0.562284025,-0.375038981,-0.665333392,-0.562006696,train,1.373087731,1.374528567,1.370089867,1.391961809,1.387703541,1.39900226,-0.672265391,-0.670712653,-0.674436873,-0.679104181,-0.677705273,-0.680964438
2000,34,-0.561729367,-0.374095165,-0.665199416,-0.562006696,-0.374567073,-0.665266404,-0.562001157,train,0.983612073,0.984106058,0.982413051,1.178349902,1.179317312,1.176251459,-0.607982778,-0.612373077,-0.598560298,-0.640124085,-0.641542865,-0.636498586
2000,35,-0.562272946,-0.375017188,-0.665333392,-0.562001157,-0.374556177,-0.665266404,-0.562225966,train,0.913836805,0.917657229,0.90679826,0.948724439,0.950881644,0.944605656,-0.668815326,-0.668494691,-0.668570239,-0.638399052,-0.640433884,-0.633565268
2000,36,-0.562178987,-0.374909309,-0.665263362,-0.562225966,-0.374963249,-0.665298377,-0.562224398,train,0.88333914,0.871162785,0.904504947,0.898587972,0.894410007,0.905651604,-0.682800651,-0.680991131,-0.685462923,-0.675807988,-0.674742911,-0.677016581
2000,37,-0.562269809,-0.375011018,-0.665333392,-0.562224398,-0.374960164,-0.665298377,-0.562276917,train,0.837216213,0.834419213,0.841866397,0.860277677,0.852790999,0.873185672,-0.485930259,-0.490928999,-0.475471896,-0.584365455,-0.585960065,-0.580467409
2000,38,-0.562284025,-0.375038981,-0.665333392,-0.562276917,-0.375025,-0.665333392,-0.56224023,train,0.858428939,0.873854434,0.830955065,0.847822576,0.854136824,0.836410731,-0.667462258,-0.667466966,-0.666579641,-0.576696258,-0.579197982,-0.571025768
2000,39,-0.562196434,-0.374988981,-0.665222081,-0.56224023,-0.375013981,-0.665277736,-0.56224023,train,0.191736027,0.200596791,0.176055006,0.525082483,0.537225613,0.503505035,0.12186354,0.12084668,0.123702215,-0.272799359,-0.273310143,-0.271438713
2000,40,-0.562284025,-0.375038981,-0.665333392,-0.56224023,-0.375013981,-0.665277736,-0.560511221,train,0.479544396,0.500750965,0.442007924,0.335640212,0.350673878,0.309031465,-0.377241742,-0.390892116,-0.349925124,-0.127689101,-0.135022718,-0.113111455
2000,41,-0.558738417,-0.371909877,-0.661833573,-0.560511221,-0.373474429,-0.663583482,-0.539328303,train,0.039355178,0.047298821,0.025341445,0.259449787,0.274024893,0.233674685,0.765157747,0.724880598,0.843301194,0.193958003,0.166994241,0.246688035
2000,42,-0.519918189,-0.343177348,-0.618483548,-0.539328303,-0.357543612,-0.64015856,-0.522598787,train,-0.375026984,-0.373945971,-0.376807057,-0.167835903,-0.163323575,-0.175732806,1.182962856,1.227422429,1.094051849,0.974060301,0.976151514,0.968676521
2000,43,-0.525279384,-0.373828068,-0.600183571,-0.522598787,-0.358502708,-0.60933356,-0.538858082,train,-0.560153102,-0.552543153,-0.573378556,-0.467590043,-0.463244562,-0.475092807,-0.386018448,-0.391450161,-0.374840025,0.398472204,0.417986134,0.359605912
2000,44,-0.552436781,-0.375038981,-0.64770318,-0.538858082,-0.374433524,-0.623943375,-0.556208193,train,-0.450405929,-0.451055723,-0.449110306,-0.505279515,-0.501799438,-0.511244431,-0.689004197,-0.688274611,-0.689536281,-0.537511322,-0.539862386,-0.532188153
2000,45,-0.559979606,-0.374966412,-0.66127368,-0.556208193,-0.375002697,-0.65448843,-0.560222866,train,-0.300309408,-0.300634302,-0.299636528,-0.375357669,-0.375845012,-0.374373417,-0.689182958,-0.688422796,-0.689774891,-0.689093578,-0.688348703,-0.689655586
2000,46,-0.560466127,-0.374921988,-0.662185169,-0.560222866,-0.3749442,-0.661729425,-0.552843147,train,-0.751200604,-0.734922444,-0.779639917,-0.525755006,-0.517778373,-0.539638223,-0.23682636,-0.255892276,-0.199051928,-0.463004659,-0.472157536,-0.444413409
2000,47,-0.545220167,-0.368623443,-0.640622238,-0.552843147,-0.371772716,-0.651403704,-0.35607701,train,-0.886915734,-0.874164023,-0.909094408,-0.819058169,-0.804543234,-0.844367163,0.276366969,0.240432281,0.346617052,0.019770304,-0.007729998,0.073782562
2000,48,-0.166933852,-0.373657054,0.041231882,-0.35607701,-0.371140248,-0.299695178,-0.226059917,train,-0.930165611,-0.931129281,-0.928156617,-0.908540673,-0.902646652,-0.918625512,0.318730261,0.269614694,0.414825355,0.297548615,0.255023487,0.380721203
2000,49,-0.285185982,-0.3010949,-0.236529769,-0.226059917,-0.337375977,-0.097648944,0.169511508,train,-1.148421065,-1.141218612,-1.160731921,-1.039293338,-1.036173947,-1.044444269,1.679864747,1.709456372,1.619519087,0.999297504,0.989535533,1.017172221
2000,50,0.624208999,-0.053578333,1.166332475,0.169511508,-0.177336617,0.464901353,1.200997052,train,-1.09574272,-1.100183952,-1.08754928,-1.122081893,-1.120701282,-1.124140601,0.112998373,0.124767013,0.089725124,0.89643156,0.917111693,0.854622106
2000,51,1.777785105,1.27335041,2.023880814,1.200997052,0.609886039,1.595106644,1.331993438,train,-1.407563147,-1.421192066,-1.383072394,-1.251652933,-1.260688009,-1.235310837,1.429814117,1.445827012,1.396477867,0.771406245,0.785297012,0.743101496
2000,52,0.88620177,0.159599208,1.441360806,1.331993438,0.716474809,1.73262081,0.599230697,train,-1.07255136,-1.082937209,-1.05388833,-1.240057253,-1.252064637,-1.218480362,-0.08864333,-0.087070033,-0.091618871,0.670585394,0.67937849,0.652429498
2001,1,0.312259624,-0.238199963,0.775871548,0.599230697,-0.039300378,1.108616177,0.169672222,train,-1.066584262,-1.080342672,-1.041979118,-1.069567811,-1.08163994,-1.047933724,-0.144432159,-0.141996192,-0.149029849,-0.116537744,-0.114533112,-0.12032436
2001,2,0.02708482,-0.290860592,0.313235188,0.169672222,-0.264530278,0.544553368,0.202378492,train,-1.000429235,-1.019163453,-0.967076364,-1.033506749,-1.049753063,-1.004527741,-0.61120362,-0.605734751,-0.621150204,-0.37781789,-0.373865471,-0.385090026
2001,3,0.377672164,-0.116648536,0.782347245,0.202378492,-0.203754564,0.547791216,1.179701361,train,-1.432247894,-1.427580951,-1.439995182,-1.216338564,-1.223372202,-1.203535773,1.211384729,1.219048573,1.194740184,0.300090554,0.306656911,0.28679499
2001,4,1.981730558,1.262479207,2.398913692,1.179701361,0.572915335,1.590630468,1.821734416,train,-1.572453426,-1.591230126,-1.538834709,-1.50235066,-1.509405538,-1.489414946,0.53041434,0.521300734,0.547628546,0.870899534,0.870174654,0.871184365
2001,5,1.661738274,0.866400064,2.186523082,1.821734416,1.064439635,2.292718387,1.773165885,train,-1.321781428,-1.322451488,-1.320159177,-1.447117427,-1.456840807,-1.429496943,1.052301368,1.067234266,1.021581284,0.791357854,0.7942675,0.784604915
2001,6,1.884593496,1.026771901,2.439544836,1.773165885,0.946585982,2.313033959,1.167796639,train,-1.24453328,-1.243013361,-1.246796636,-1.283157354,-1.282732425,-1.283477907,0.472028149,0.514061974,0.38881399,0.762164758,0.79064812,0.705197637
2001,7,0.450999783,0.063089924,0.75003162,1.167796639,0.544930912,1.594788228,1.229706907,train,-1.481293679,-1.47231606,-1.496622118,-1.362913479,-1.35766471,-1.371709377,2.380684152,2.345552597,2.446602606,1.426356151,1.429807286,1.417708298
2001,8,2.008414031,1.132029674,2.565423055,1.229706907,0.597559799,1.657727338,1.435586105,train,-1.157652147,-1.154144058,-1.163448641,-1.319472913,-1.313230059,-1.33003538,0.273816312,0.284291917,0.25287345,1.327250232,1.314922257,1.349738028
2001,9,0.86275818,0.019082764,1.52728715,1.435586105,0.575556219,2.046355103,0.539649659,train,-0.501202811,-0.512269638,-0.481530307,-0.829427479,-0.833206848,-0.822489474,-0.582938917,-0.582298846,-0.583433889,-0.154561303,-0.149003464,-0.16528022
2001,10,0.216541137,-0.248739115,0.614092843,0.539649659,-0.114828175,1.070689997,0.054538313,train,-0.611011359,-0.60393762,-0.623274772,-0.556107085,-0.558103629,-0.55240254,0.796355129,0.755137652,0.8763055,0.106708106,0.086419403,0.146435805
2001,11,-0.107464512,-0.353040896,0.128939038,0.054538313,-0.300890005,0.37151594,-0.136603376,train,-0.448255439,-0.440890669,-0.461086126,-0.529633399,-0.522414144,-0.542180449,-0.560559231,-0.561376112,-0.558220576,0.117897949,0.09688077,0.159042462
2001,12,-0.165742239,-0.370953996,0.040904968,-0.136603376,-0.361997446,0.084922003,-0.278591833,train,-0.260621077,-0.256783677,-0.26729745,-0.354438258,-0.348837173,-0.364191788,-0.177659641,-0.147935061,-0.235836011,-0.369109436,-0.354655586,-0.397028293
2001,13,-0.391441426,-0.364801167,-0.368780448,-0.278591833,-0.367877581,-0.16393774,-0.434701703,train,0.20656172,0.210724158,0.199156502,-0.027029679,-0.02302976,-0.034070474,0.480075867,0.467091918,0.504961169,0.151208113,0.159578429,0.134562579
2001,14,-0.47796198,-0.374904858,-0.514487806,-0.434701703,-0.369853012,-0.441634127,-0.49349416,train,-0.615418968,-0.614212652,-0.617339632,-0.204428624,-0.201744247,-0.209091565,0.283250485,0.291466531,0.266735313,0.381663176,0.379279225,0.385848241
2001,15,-0.50902634,-0.375038981,-0.569982425,-0.49349416,-0.37497192,-0.542235116,-0.518766067,train,-0.363593745,-0.367907546,-0.355869326,-0.489506357,-0.491060099,-0.486604479,-0.361625382,-0.358238161,-0.367808094,-0.039187449,-0.033385815,-0.05053639
2001,16,-0.528505794,-0.375038981,-0.604857858,-0.518766067,-0.375038981,-0.587420142,-0.532698979,train,0.014219001,0.012624994,0.017023677,-0.174687372,-0.177641276,-0.169422824,-0.489151814,-0.492372963,-0.482182204,-0.425388598,-0.425305562,-0.424995149
2001,17,-0.536892164,-0.368117168,-0.626172847,-0.532698979,-0.371578074,-0.615515353,-0.544169314,train,0.175287412,0.187602981,0.15352282,0.094753207,0.100113987,0.085273249,1.457583475,1.425126444,1.51945435,0.48421583,0.46637674,0.518636073
2001,18,-0.551446464,-0.373658102,-0.647187032,-0.544169314,-0.370887635,-0.63667994,-0.543494417,train,-0.278567605,-0.269516284,-0.294427472,-0.051640096,-0.040956652,-0.070452326,0.504120454,0.515359354,0.481376368,0.980851964,0.970242899,1.000415359
2001,19,-0.535542369,-0.373118292,-0.619204156,-0.543494417,-0.373388197,-0.633195594,-0.548372622,train,-0.213616769,-0.211851542,-0.216656647,-0.246092187,-0.240683913,-0.25554206,0.270782707,0.258993801,0.293593606,0.38745158,0.387176577,0.387484987
2001,20,-0.561202875,-0.375038981,-0.663397731,-0.548372622,-0.374078637,-0.641300944,-0.56173439,train,0.548974482,0.555798104,0.536764638,0.167678857,0.171973281,0.160053995,-0.678699388,-0.679023948,-0.677173558,-0.203958341,-0.210015074,-0.191789976
2001,21,-0.562265906,-0.375018624,-0.66531948,-0.56173439,-0.375028803,-0.664358606,-0.562274966,train,0.880157768,0.903073486,0.839475195,0.714566125,0.729435795,0.688119917,-0.648555071,-0.651499451,-0.641920734,-0.663627229,-0.6652617,-0.659547146
2001,22,-0.562284025,-0.375038981,-0.665333392,-0.562274966,-0.375028803,-0.665326436,-0.562284025,train,0.976835913,0.977203529,0.975861877,0.92849684,0.940138507,0.907668536,-0.6879309,-0.687297279,-0.688275819,-0.668242986,-0.669398365,-0.665098276
2001,23,-0.562284025,-0.375038981,-0.665333392,-0.562284025,-0.375038981,-0.665333392,-0.562284025,train,0.92775992,0.932281075,0.919481696,0.952297916,0.954742302,0.947671786,-0.688366085,-0.687666149,-0.688840742,-0.688148493,-0.687481714,-0.688558281
2001,24,-0.562284025,-0.375038981,-0.665333392,-0.562284025,-0.375038981,-0.665333392,-0.562284025,train,1.039612497,1.050112141,1.020759902,0.983686209,0.991196608,0.970120799,-0.688565755,-0.687711596,-0.6893432,-0.68846592,-0.687688873,-0.689091971
2001,25,-0.562284025,-0.375038981,-0.665333392,-0.562284025,-0.375038981,-0.665333392,-0.562284025,train,0.970889108,0.958012422,0.993260013,1.005250802,1.004062282,1.007009957,-0.688606813,-0.687897733,-0.689099123,-0.688586284,-0.687804665,-0.689221161
2001,26,-0.562284025,-0.375038981,-0.665333392,-0.562284025,-0.375038981,-0.665333392,-0.562284025,train,1.042655007,1.041512164,1.044321169,1.006772058,0.999762293,1.018790591,-0.685669696,-0.685319571,-0.685460501,-0.687138254,-0.686608652,-0.687279812
2001,27,-0.562284025,-0.375038981,-0.665333392,-0.562284025,-0.375038981,-0.665333392,-0.562284025,train,1.088491533,1.096367505,1.074246817,1.06557327,1.068939835,1.059283993,-0.689410008,-0.68864459,-0.690011972,-0.687539852,-0.68698208,-0.687736236
2001,28,-0.562284025,-0.375038981,-0.665333392,-0.562284025,-0.375038981,-0.665333392,-0.562278481,train,1.291676845,1.302057616,1.272949609,1.190084189,1.199212561,1.173598213,-0.669127457,-0.670065585,-0.666408491,-0.679268733,-0.679355088,-0.678210231
2001,29,-0.562272936,-0.375017168,-0.665333392,-0.562278481,-0.375028075,-0.665333392,-0.562278481,train,1.489183695,1.490305607,1.486709172,1.39043027,1.396181612,1.37982939,-0.673728576,-0.674097273,-0.67212252,-0.671428017,-0.672081429,-0.669265505
2001,30,-0.562284025,-0.375038981,-0.665333392,-0.562278481,-0.375028075,-0.665333392,-0.562284025,train,1.567884177,1.553024936,1.593550012,1.528533936,1.521665272,1.540129592,-0.689128305,-0.688357473,-0.689741275,-0.68142844,-0.681227373,-0.680931898
2001,31,-0.562284025,-0.375038981,-0.665333392,-0.562284025,-0.375038981,-0.665333392,-0.562284025,train,1.435869926,1.406391223,1.487346496,1.501877052,1.47970808,1.540448254,-0.685092552,-0.684141566,-0.686064806,-0.687110428,-0.686249519,-0.687903041
2001,32,-0.562284025,-0.375038981,-0.665333392,-0.562284025,-0.375038981,-0.665333392,-0.562181407,train,1.491547188,1.492403013,1.489540853,1.463708557,1.449397118,1.488443675,-0.689499155,-0.688678883,-0.69020879,-0.687295853,-0.686410224,-0.688136798
2001,33,-0.562078789,-0.374765209,-0.665215132,-0.562181407,-0.374902095,-0.665274262,-0.562149413,train,1.125778346,1.108684328,1.155530551,1.308662767,1.300543671,1.322535702,-0.505991201,-0.506498348,-0.504332574,-0.597745178,-0.597588615,-0.597270682
2001,34,-0.562220036,-0.374937205,-0.665311465,-0.562149413,-0.374851207,-0.665263299,-0.56223196,train,1.167071812,1.159189553,1.180574594,1.146425079,1.13393694,1.168052572,-0.649701817,-0.650859659,-0.64657653,-0.577846509,-0.578679003,-0.575454552
2001,35,-0.562243884,-0.374986344,-0.665309435,-0.56223196,-0.374961774,-0.66531045,-0.562256158,train,1.114338644,1.121844495,1.100737634,1.140705228,1.140517024,1.140656114,-0.67233615,-0.672606632,-0.670924909,-0.661018983,-0.661733145,-0.658750719
2001,36,-0.562268432,-0.375038981,-0.665305473,-0.562256158,-0.375012663,-0.665307454,-0.56226976,train,0.786403695,0.774731567,0.806713171,0.95037117,0.948288031,0.953725402,-0.655644031,-0.652802577,-0.660369589,-0.66399009,-0.662704605,-0.665647249
2001,37,-0.562271089,-0.375013536,-0.665333392,-0.56226976,-0.375026259,-0.665319432,-0.562277557,train,0.865767993,0.849577731,0.89401414,0.826085844,0.812154649,0.850363655,-0.634942294,-0.632688922,-0.638539359,-0.645293163,-0.64274575,-0.649454474
2001,38,-0.562284025,-0.375038981,-0.665333392,-0.562277557,-0.375026259,-0.665333392,-0.561352358,train,1.07029889,1.080837298,1.051367727,0.968033441,0.965207515,0.972690934,-0.465467347,-0.46418754,-0.467373112,-0.550204821,-0.548438231,-0.552956236
2001,39,-0.56042069,-0.373608429,-0.663299431,-0.561352358,-0.374323705,-0.664316411,-0.561349573,train,0.535850831,0.540185023,0.528032964,0.80307486,0.810511161,0.789700346,-0.568008376,-0.568036408,-0.567210064,-0.516737862,-0.516111974,-0.517291588
2001,40,-0.562278456,-0.375028026,-0.665333392,-0.561349573,-0.374318228,-0.664316411,-0.562081297,train,0.66746548,0.675593788,0.652916583,0.601658155,0.607889406,0.590474773,-0.479442651,-0.47307112,-0.491335374,-0.523725514,-0.520553764,-0.529272719
2001,41,-0.561884138,-0.374378337,-0.665218769,-0.562081297,-0.374703181,-0.66527608,-0.561272985,train,0.531724012,0.540159204,0.516679551,0.599594746,0.607876496,0.584798067,-0.105672855,-0.093070185,-0.130298846,-0.292557753,-0.283070652,-0.31081711
2001,42,-0.560661832,-0.372602905,-0.664646398,-0.561272985,-0.373490621,-0.664932583,-0.47999445,train,-0.00303563,0.009930132,-0.025886647,0.264344191,0.275044668,0.245396452,-0.356481446,-0.363031617,-0.343143901,-0.231077151,-0.228050901,-0.236721373
2001,43,-0.399327068,-0.283760165,-0.456662748,-0.47999445,-0.328181535,-0.560654573,-0.449800511,train,-0.361691014,-0.353977899,-0.375164557,-0.182363322,-0.172023884,-0.200525602,0.803955441,0.849582258,0.713246726,0.223736998,0.243275321,0.185051413
2001,44,-0.500273955,-0.374222823,-0.555055291,-0.449800511,-0.328991494,-0.50585902,-0.51782395,train,-0.310643638,-0.307159212,-0.316681197,-0.336167326,-0.330568556,-0.345922877,0.02376086,0.063425718,-0.054211726,0.413858151,0.456503988,0.3295175
2001,45,-0.535373945,-0.374198047,-0.617919814,-0.51782395,-0.374210435,-0.586487552,-0.432929116,train,-0.349393067,-0.354371865,-0.340501339,-0.330018353,-0.330765539,-0.328591268,-0.556903421,-0.557548929,-0.554906296,-0.266571281,-0.247061606,-0.304559011
2001,46,-0.330484286,-0.353046467,-0.270343818,-0.432929116,-0.363622257,-0.444131816,-0.316247132,train,-0.808232163,-0.820711788,-0.785967115,-0.578812615,-0.587541827,-0.563234227,0.777319651,0.798686975,0.734315723,0.110208115,0.120569023,0.089704713
2001,47,-0.302009979,-0.372349224,-0.201794767,-0.316247132,-0.362697845,-0.236069293,-0.143485084,train,-0.995231975,-1.000147802,-0.98623562,-0.901732069,-0.910429795,-0.886101368,0.488596144,0.502110828,0.461400453,0.632957898,0.650398901,0.597858088
2001,48,0.01503981,-0.218164035,0.22550125,-0.143485084,-0.295256629,0.011853241,0.038915808,train,-1.034534015,-1.028442031,-1.0449257,-1.014882995,-1.014294917,-1.01558066,1.394542583,1.361313217,1.458013586,0.941569364,0.931712023,0.959707019
2001,49,0.062791805,-0.354645282,0.435221173,0.038915808,-0.286404659,0.330361211,0.189402808,train,-1.10250755,-1.097403736,-1.111134901,-1.068520782,-1.062922884,-1.078030301,0.330983717,0.314856603,0.362240427,0.86276315,0.83808491,0.910127006
2001,50,0.31601381,-0.363872724,0.896981152,0.189402808,-0.359259003,0.666101163,1.04539911,train,-1.156126119,-1.156094366,-1.155796112,-1.129316834,-1.126749051,-1.133465506,1.297820446,1.320074609,1.252392807,0.814402081,0.817465606,0.807316617
2001,51,1.774784409,1.284240554,2.008596172,1.04539911,0.460183915,1.452788662,0.865374449,train,-1.36849773,-1.385993078,-1.337205475,-1.262311924,-1.271043722,-1.246500793,-0.174818208,-0.172402723,-0.179335892,0.561501119,0.573835943,0.536528458
2001,52,-0.04403551,-0.347234809,0.237215682,0.865374449,0.468502873,1.122905927,0.144429219,train,-1.040434002,-1.049751645,-1.023664398,-1.204465866,-1.217872361,-1.180434936,0.54751772,0.546081975,0.549622542,0.186349756,0.186839626,0.185143325
2002,1,0.332893949,0.615080763,0.036152565,0.144429219,0.133922977,0.136684123,2.34166789,train,-1.898181882,-1.891404076,-1.909493996,-1.469307942,-1.47057786,-1.466579197,3.16191291,3.173300486,3.135398986,1.854715315,1.859691231,1.842510764
2002,2,4.35044183,5.72195103,2.580741124,2.34166789,3.168515896,1.308446844,4.236847327,train,-2.085800309,-2.110828695,-2.040991674,-1.991991095,-2.001116385,-1.975242835,-0.582434378,-0.583919765,-0.578753482,1.289739266,1.294690361,1.278322752
2002,3,4.123252824,5.225885792,2.625510763,4.236847327,5.473918411,2.603125943,3.757946421,train,-1.754849307,-1.764614534,-1.737052332,-1.920324808,-1.937721615,-1.889022003,1.383497222,1.402317027,1.344705993,0.400531422,0.409198631,0.382976256
